ProductName,CurrentPrice,Description,FamilyBrand,Subtype,Type,Proof,Size,ProofBin
Svedka Strawberry Colada Vodka,13.9,"Seductive and sassy. A decadent tropical blend of vodka infused with flavors of sweet strawberry, cool coconut and fresh pineapple.",Svedka,Vodka,Spirits,70.0,750.0,40-80
Svedka Vodka,8.6,"You can have it all with Svedka—the fastest growing vodka in the world! Top quality: Imported from Sweden, distilled five times from Swedish winter wheat, all natural flavors. Premium style: Sleek new bottle with colorful Svedka band—a chic addition to any tabletop or back bar. Great value: Compare our price with other premium brands and find out why Svedka is the vodka of the future.",Svedka,Vodka,Spirits,80.0,375.0,40-80
Svedka Vodka PET,14.9,"You can have it all with Svedka—the fastest growing vodka in the world! Top quality: Imported from Sweden, distilled five times from Swedish winter wheat, all natural flavors. Premium style: Sleek new bottle with colorful Svedka band—a chic addition to any tabletop or back bar. Great value: Compare our price with other premium brands and find out why Svedka is the vodka of the future.",Svedka,Vodka,Spirits,80.0,750.0,40-80
Sweet Carolina Sweet Tea,17.9,Y'all ready for this? Your customers sure are! Sweet Carolina Sweet Tea Vodka (70 Proof) combines the finest handcrafted vodka with traditional southern style sweet tea. The result is smooth and refreshing - excellent on the rocks or mixed into a brisk cocktail.,Sweet Carolina,Vodka,Spirits,70.0,1e3,40-80
Sweet Lucy Cream,26.9,"Prichard’s Distillery uses select premium cream from Wisconsin, the results are a truly delicious and creamy product that can be enjoyed neat or on the rocks. This product is hand-crafted at our distillery in small batches for a smooth flavor.",Sweet Lucy,Cordials,Spirits,35.0,750.0,0-40
Sweet Revenge Sour Mash,18.9,NA,Sweet Revenge,Cordials,Spirits,0.0,750.0,0-40
T C Trotters Moose Mix For Bloody Marys,5.0,NA,T C Trotters Moose Mix For Bloody Marys,Mixers,Mixers,0.0,237.0,0-40
Talisker 18 Year Scotch,184.9,"The first regular bottling of an older Taliskerâ„¢. Time has rounded not tamed its might. Strength: 45.8% ABV Appearance: Amber. Nose: Rich and fruity Victoria plums, greengages, perhaps dried orange peel with some butterscotch or rum toffee and a thread of smoke behind. The smoke soon advances into the foreground and the toffee note is joined by a light mintiness. With water maritime characteristics emerge dry boat varnish, edible seaweed. Still sweet; now with notes of iodine and the smokiness of an un-struck match. Body: Full. Pleasant, smooth. Palate: Sweet in front, then more assertive, with a whiff of smoke. The development is towards smoke, coal-tar and toffee. Finish: Medium length. Taliskersâ„¢ characteristic chilli catch in the finish is subtly present in the aftertaste.",Talisker,Whiskey,Spirits,91.6,750.0,80-120
Talisker 25 YR,659.9,NA,Talisker,Whiskey,Spirits,91.6,750.0,80-120
Talisker 30yr,889.9,NA,Talisker,Whiskey,Spirits,114.6,750.0,80-120
Talisker Distiller's Edition,94.9,"Crisp peat at first then softens to enormous richness in the mouth. There's sweet, roasty malt with a heathery dryness. The sherry notes keep back some of Talisker's usual pepper. In its place is luscious, slightly oily sweetness - with ripe, juicy fruit and vanilla. Finish: Some very deep cocoa notes, vanilla and lingering quite earthy peat. An enormously chewable single malt, with sweetness having the edge on dryness.",Talisker,Whiskey,Spirits,91.6,750.0,80-120
Talisker Family Pack,114.9,NA,Talisker,Whiskey,Spirits,91.6,200.0,80-120
Talisker Single Malt,75.9,"A wonderful award-winning Island malt bottled at above average strength with a comforting smooth afterglow. Strength: 45.8% ABV Appearance: Brilliant gold. Nose: Peat-smoke with sea-water saltiness, the liquor of fresh oysters, a citrus sweetness. Body: Full. Palate: A rich dried-fruit sweetness with clouds of smoke and strong barley-malt flavours, warming and intense. At the back of the mouth is an explosion of pepper. Finish: Huge, long, peppery finish with an appetising sweetness.",Talisker,Whiskey,Spirits,91.6,750.0,80-120
Talisker Storm,79.9,"Nose: Initial brine, but not as abrupt as the 10 Year Old, quite creamy by comparison. Banana. Banana angel delight? Window putty, hint of sticking plasters and barbecues, citrus. White pepper develops towards the bottom of the glass. Palate: Thick and mouth-coating with wood smoke, brine, some tin and chilli heat too. Finish: Red chilli peppers and oak dryness with a hint of embers. Overall: A welcome addition to the Talisker range, and probably the smokiest whisky to be produced on the Isle of Skye.",Talisker,Whiskey,Spirits,91.6,750.0,80-120
Tamdhu 10 Yr Sherry Cask,80.2,NA,Tamdhu 10 Yr Sherry Cask,Whiskey,Spirits,86.0,750.0,80-120
Tanqueray Gin,14.9,"A combination of high-quality grains, a secret blend of botanicals and a unique quadruple distillation process for definitive smoothness. The iconic bottle is quite distinctive and singular as well.",Tanqueray,Gin,Spirits,94.6,375.0,80-120
Tanqueray No. 10 Gin,41.9,"Created under the watchful eye and uncompromising senses of our Master Distiller, No.TEN by Tanqueray is the only gin in the world distilled with handpicked, whole-fruit fresh botanicals. And Tanqueray No.TEN is produced exclusively in a special small batch still aptly dubbed ""Tiny Ten,"" which is specifically designed to provide for the exquisite depth and character of the resulting spirit. No.TEN by Tanqueray is so smooth and flavorful that it can even be enjoyed chilled, neat. The martini, back in vogue, is now capable of becoming a memorable experience with a delicious Perfect TEN Martini. For with its exquisite depth and character, No.TEN by Tanqueray will truly redefine the classic.",Tanqueray,Gin,Spirits,96.0,1e3,80-120
Tanqueray Old Tom Gin,37.9,NA,Tanqueray,Gin,Spirits,94.6,1e3,80-120
Tanqueray Rangpur,25.9,"The superior craftsmanship behind TANQUERAY London Dry Gin is fundamental to TANQUERAY RANGPUR Gin, including the use of a unique four-step distillation process and the worlds finest botanicals. In the TANQUERAY tradition, the botanicals are picked at their peak of freshness to ensure that the very best ingredients and their characteristics are blended together to produce the quality taste and satisfyingly smooth finish. The result is a beautifully balanced gin with classic juniper flavor delicately complemented by a juicy yet zesty hint of lime.",Tanqueray,Gin,Spirits,82.6,750.0,80-120
Tanqueray Sterling Vodka,16.9,"Tanqueray Sterling vodka is made from pure grain spirit, distilled at high proof and carefully distilled a second time in a 220-year-old copper pot still. After the final distillation, the spirit is ""cut"" with water to give it the final desired 80 or 100 proof (40% or 50% alcohol). Tanqueray Sterling vodka carries on the tradition of expertise, taste, status and unsurpassed quality already associated with the Tanqueray name, all of which combine to create the smooth, balanced body that one would expect from a premium quality vodka.",Tanqueray,Vodka,Spirits,80.0,750.0,40-80
Tanqueray Sterling Vodka 80 Proof (Flask),9.9,"Tanqueray Sterling vodka is made from pure grain spirit, distilled at high proof and carefully distilled a second time in a 220-year-old copper pot still. After the final distillation, the spirit is ""cut"" with water to give it the final desired 80 or 100 proof (40% or 50% alcohol). Tanqueray Sterling vodka carries on the tradition of expertise, taste, status and unsurpassed quality already associated with the Tanqueray name, all of which combine to create the smooth, balanced body that one would expect from a premium quality vodka.",Tanqueray,Vodka,Spirits,80.0,375.0,40-80
Tanteo Jalapeno Tequila,2.9,NA,Tanteo Jalapeno Tequila,Tequila,Spirits,80.0,50.0,40-80
Tarantula Azul,17.9,"The original and most wicked spider of the bunch, its brilliant blue color is the perfect compliment to any cocktail.",Tarantula,Tequila,Spirits,70.0,750.0,40-80
Teacher's,39.9,"While all blended Scotch whiskies are made with both malt and grain whiskies, Teacher's Highland Cream is unique. The blend has an exceptionally high malt content of no less than 45 percent. This gives it a richer more full bodied favour. Teacher's uses over 30 different single malt whiskies in its blend. It is our master blender's skill that ensures that these malts are balanced and harmonized, delivering the same full rich taste that W. M. Teacher created over 175 years ago. Such is the complexity of Teacher's Highland Cream that everyone will find something different in a glass. Try it for yourself, pour yourself a dram, add a little water, put your nose deep into the glass and sniff. Then take a sip, and let it roll to the back of your tongue. What thoughts/sensations come into your mind?",Teacher's,Whiskey,Spirits,86.0,1750.0,80-120
Teeling Small Batch Irish Whiskey,35.9,"INFORMATION Our Flagship Irish whiskey and our attempt to create the most interesting Blended Irish whiskey. This small batch bottling consists of hand selected casks which are given further maturation in ex-rum barrels imparting extra character and smooth flavour unique to Irish whiskey. By bottling at 46% with no chill filtration completes an Irish whiskey of true character. TASTING NOTES NOSE An inviting nose where vanilla and spice dances with bright sweet notes of Rum. TASTE While being very approachable the influence of the rum cask and higher percentage alcohol creates a unique smooth, sweet, slightly woody marriage that sparkles on the tongue. FINISH Slightly moorish, sweet spice finish complimented by woody undertones.",Teeling,Whiskey,Spirits,92.0,750.0,80-120
Templeton Rye Whiskey,39.9,"Strictly following the original Prohibition Era recipe, our master distillers use only the best grains. While the process has changed some in the past 80 years, the unyielding attention to detail hasn't budged. Replacing the converted copper wash tub used by the original distillers with a 300 gallon copper pot still, today's whiskey makers no longer have to add and remove logs from the fire to regulate heat properly. Aged in charred new oak barrels, Templeton Rye provides a smooth finish and a clean getaway.",Templeton,Whiskey,Spirits,80.0,750.0,40-80
Tenure Polish Vodka,19.9,Tenure vodka is imported from Polish producers. It is a wheat vodka attempting to remain true to traditional Polish recipes for Vodka manufacture.,Tenure,Vodka,Spirits,80.0,1750.0,40-80
Tequila Ocho Plata,63.3,NA,Tequila Ocho,Tequila,Spirits,80.0,750.0,40-80
Tequila Ocho Reposado,70.3,NA,Tequlia Ocho,Tequila,Spirits,80.0,750.0,40-80
Tequila Rose,1.3,"The Original Tequila Rose, a passionate combination of strawberry cream liqueur with a splash of tequila is back in a new bottle with the same great taste. Adored across the globe for how perfect it mixes in cocktails, Tequila Rose is also a wonderful addition to many desserts. So, it's no wonder why everyone is falling in love with the Rose...all over again.",Tequila Rose,Cordials,Spirits,30.0,50.0,0-40
Tequila Rose PET,19.9,"The Original Tequila Rose, a passionate combination of strawberry cream liqueur with a splash of tequila is back in a new bottle with the same great taste. Adored across the globe for how perfect it mixes in cocktails, Tequila Rose is also a wonderful addition to many desserts. So, it's no wonder why everyone is falling in love with the Rose...all over again.",Tequila Rose,Cordials,Spirits,30.0,750.0,0-40
TGI Friday's Ultimate Mudslide,19.9,NA,TGI Friday's Ultimate Mudslide,Cocktails,Spirits,25.0,1750.0,0-40
TGI Fridays Strawberry Margarita,19.9,NA,TGI Fridays Strawberry Margarita,Cocktails,Spirits,25.0,1750.0,0-40
The Bay Seasoned Vodka,29.9,"The Bay seaoned vodka captures the spirit of the Chesapeake Bay. A four times distilled vodka, The Bay is highlighted by a blend of classic seafood seasonings familiar to lovers of the eastern shore for generations. Notes of celery seed, black and red pepper, nutmeg, cardamom and other proprietary spices blend seamlessly with sea salt and our handcrafted vodka.",The Bay Seasoned Vodka,Vodka,Spirits,80.0,1e3,40-80
The Bitter Truth Celery Bitters,19.9,"The Bitter Truth Celery Bitters have an rich bouquet of flavors such as white grape, Sencha tea, lemon grass, celery leaf and fresh root ginger. It juggles artistically on the tongue as well, adding coriander seed, fresh celery and chicory to the foray. Add to a Red Snapper for the thinking person’s Bloody Mary. It’s obligatory with grassy spirits too, try a good measure in a Ti Punch or just a tickle in a gin and tonic for something to make the neighbors envious. A lost ingredient. Defunct for decades. Now revived to please the most discriminating palate. The Bitter Truth Celery Bitters are the first celery bitters to be offered commercially in decades. This cocktail ingredient, which had already existed in the 19th century, enriches cocktails with unusual flavors. It’s ideal for traditional cocktails such as the Bloody Mary, Bullshot and Prairie Oyster, as well as Martini Cocktails and the Gin & Tonic.",The Bitter Truth,Cordials,Spirits,88.0,200.0,80-120
The Bitter Truth Travelers Kit,20.1,NA,The Bitter Truth,Cordials,Spirits,88.0,100.0,80-120
The Black Grouse,54.9,"The Alpha Edition is a richer, smokier expression of our award winning Scotch Whisky. This beautifully mature and complex blend has a higher, older malt content delivering much more depth to this richly sweet and smoky blend. On the nose the Alpha Edition is sherbet sweet. Deeper exploration provides warmth and richness, before a lingering, velvety, smouldering, smoke-filled finish.",The Famous Grouse,Whiskey,Spirits,40.0,1750.0,0-40
The Botanist Islay Dry Gin,39.9,"For this, ""The Botanist"", small-batch, artisanal Islay gin we use nine of the classic gin aromatics orris root, cassia bark, coriander seed, etc and augment these with a heady harvest of 22 wild, native island botanicals, hand-picked by our expert foraging team from the windswept hills, peat bogs and atlantic shores of this Hebridean island of Islay.",The Botanist,Gin,Spirits,92.0,750.0,80-120
The Dalmore 12 YO,65.9,"Nose: Intense and firm. Well structured with silky smooth malty tones; a hint of Oloroso sherry lingers in the background. It shows great finesse, extolling fragrances of orange, marmalade and spiced notes. Taste: Good attack on the mouth, more elegance than muscle. The aged Oloroso butts smooth its rich, fleshy body with great harmony. Almost a concentrated citric mouth-feel captivates and tantalises the middle part of your tongue. An aftertaste of great abundance rewards the palate. A Highland malt of great distinction.",The Dalmore,Whiskey,Spirits,80.0,750.0,40-80
The Dalmore 15 Yr,112.2,"Time, different cask types, varying sizes, and warehouse conditions can all influence the maturity of a single malt. For this Dalmore 15 years in bespoke Matusalem, Apostoles and Amoroso sherry butts from Jerez de la Frontera hare been elemental. The redolence of these vessels delivers the perfect balance between spirit, wood and maturity. Potent and robust, this expression delivers a rich and aromatic taste experience.",The Dalmore,Whiskey,Spirits,80.0,750.0,40-80
The Famous Grouse,25.9,"Blending premium whisky isn’t just something we do; it has been the foundation of our craft since 1800. We bring together the finest ingredients to create a natural spirit before the passing of time imparts the wonderful flavour from our handcrafted casks. Add to this the fusion of skilled craftsmen and a tenacious obsession with quality and you arrive at our Famous, rich, sweet, well-rounded whisky.",The Famous Grouse,Whiskey,Spirits,80.0,750.0,40-80
The Glenlivet Archive 21 Yr,269.9,"Character: The mature and debonair one Colour: Amber with sparkling copper shades Nose: Aromas of dried fruit with a sherry influence Palate: Cinnamon and ginger with a syrupy mouth feel Finish: Lasting and warm with a hint of toasted hazelnuts The 21 Year Old is produced in small, bespoke batches. Each cask is nosed and approved, making every batch unique. A sizable inventory of whisky of this age is extremely rare and only the best are selected for this expression. The complex combination of cask types imparts richness, intensity and a long finish to the whisky.",Glenlivet,Whiskey,Spirits,80.0,750.0,40-80
The Glenlivet Nadurra First Fill,84.9,NA,The Glenlivet,Whiskey,Spirits,119.6,750.0,80-120
The Glenlivet Nadurra Oloroso,84.9,"Nàdurra Oloroso has been matured exclusively in first fill Oloroso sherry oak casks from the Jerez region of Spain: the most highly prized and sought after casks used by whisky makers. First fill Oloroso sherry casks have long been famed for imparting wonderfully rich, luxurious flavours of dried fruits and warm spices to single malt whisky.",The Glenlivet,Whiskey,Spirits,121.4,750.0,120-160
The Glenlivet Single Malt,4.6,"Character: The smooth and welcoming one Colour: Bright and lively gold Nose: Fruity, summer-like fragrances Palate: Well-balanced and fruity with strong pineapple notes Finish: Creamy and smooth with marzipan and fresh hazelnuts The delicate and complex character of the 12 Year Old derives from the height and width of stills at The Glenlivet Distillery. This expression is matured in a mixture of cask types, including American and European Oak. Maturation in American oak imparts vanilla notes and gives the whisky its distinct smoothness. The mineral rich water from Josie's Well ensures the best possible results during mashing and fermenting to form the flavours that define this expression.",Glenlivet,Whiskey,Spirits,80.0,50.0,40-80
The Glenlivet Tri-Pack,70.3,NA,The Glenlivet,Whiskey,Spirits,82.0,600.0,80-120
The Irishman Original Clan Irish Whiskey,23.9,NA,The Irishman Original Clan Irish Whiskey,Whiskey,Spirits,80.0,750.0,40-80
The Knot Liqueur,24.9,"If you like your whiskey strong and Irish but are looking to branch out, give The Knot a try. It's an Irish whiskey liqueur. Butterscotch notes may smooth the ragged edges of this junkyard dog, but it's still a man's drink.",The Knot Liqueur,Whiskey,Spirits,100.0,750.0,80-120
The Macallan 12yr Scotch,139.9,"Rich in both dried fruit and sherry, with a subtle toffee sweetness and pleasant touch of spice flavour with a touch of sherry sweetness and wood.",The Macallan,Whiskey,Spirits,86.0,1750.0,80-120
The Macallan 18 Yr,219.9,"The Macallan Sherry Oak is exclusively matured for a minimum of 18 years in Spanish oak casks, handcrafted and sherry seasoned in Jerez, Spain. This delivers a classic Macallan style, wonderfully rich in colour with dried fruits, spice and chocolate orange. Colour: Light Mahogany Nose: Dried fruits and ginger, with a hint of citrus, vanilla and cinnamon Palate: Rich dried fruits, with spice, clove, orange and wood smoke Finish: Full and lingering, with dried fruits and sweet toffee, ginger and a hint of wood smoke.",The Macallan,Whiskey,Spirits,86.0,750.0,80-120
The Macallan Cask Strength,96.2,NA,The Macallan,Whiskey,Spirits,116.0,750.0,80-120
The Macallan Fine Oak 10yr,54.9,"This 10 year old expression is the result of a unique combination of both bourbon and sherry oak casks. The result is a beautifully balanced, complex Macallan with hints of fruit and heather honey.",The Macallan,Whiskey,Spirits,80.0,750.0,40-80
The Macallan Fine Oak 17yr,219.9,"Colour: Light amber ABV: 43% Nose: Heady, exotic and floral with a hint of jasmine, tropical fruit and peat Palate: Soft and rich with a hint of citrus, spice and wood smoke Finish: Lingering with a hint of orange zest",The Macallan,Whiskey,Spirits,43.0,750.0,40-80
Three Olives Berry,15.9,"A delicious blend of imported English vodka and the bold, natural taste of juicy mixed berries. Enjoy Three Olives Berry Vodka as a shot, on the rocks, or in your favorrite cocktail.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Bubble Vodka,15.9,"From the seriousily fun, super-premium Three Olives Vodka comes the hottest new flavor: Introducing Three-O Bubble, a dynamic fusion of classic fruit flavors and imported English vodka for your ultimate enjoyment.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Cake,15.9,A delicious imported English vodka flavored with birthday cake.,Three Olives Cake,Vodka,Spirits,70.0,750.0,40-80
Three Olives Cherry Vodka,27.9,Three Olives Vodka is an ultra premium English vodka produced using a 300 year old recipe. Triple distilled and triple charcoal filtered for purity and smoothness and infused with cherry flavors.,Three Olives,Vodka,Spirits,70.0,1750.0,40-80
Three Olives Chocolate,15.9,"Award-winning, ultra-premium Three Olives Vodka presents a decidedly decadent flavor - Three Olives Chocolate Vodka. They melted the essence of rich, delicious cocoa into their rop-rated, quadruple-distilled, quadruple-filtered vodka for a drink of chocolate opulence. Visit them on the Web to find out how you can mix the latest chocolate martinis and cocktails with the smoothest, best-tasting chocolate vodka available Three Olives Chocolate Vodka.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Citrus,18.5,The citrus flavor in the Three Olives Citrus Vodka is not overwhelming. The combination of the lemons and the limes makes a nice little citrus flavor that accentuates the taste of the vodka and it does not detract from it.,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Dude,15.9,"A delicious blend of imported English vodka and the natural, refreshing taste of lemon & lime.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Elvis Presley Coconut Water Vodka,15.9,An incredible blend of imported English vodka and the natural taste of fresh coconut water.,Three Olives Vodka,Vodka,Spirits,35.0,750.0,0-40
Three Olives Grape,27.9,"Award-winning, ultra-premium Three Olives Vodka has hand-picked just the right flavor with Three Olives Grape Vodka. They combined the taste of sweet, juicy, vine-ripened grapes with their top-rated, quadruple-distilled, quadruple-filtered vodka for a drink thats uniquely delicious. Visit them on the Web to find out how you can mix the latest grape martinis and cocktails with the smoothest, best-tasting grape vodka available Three Olives Grape Vodka.",Three Olives,Vodka,Spirits,70.0,1e3,40-80
Three Olives Loopy Vodka,15.9,A dastardly delicious medley of tropical fruit and imported English Vodka.,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Mango,15.9,"A magnificent blend of imported English vodka and the juicy, natural taste of sun-drenched mangos. Enjoy Three Olives Mango Vodka as a shot, on the rocks, or in your favorite cocktail.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Marilyn Monroe Strawberry Vodka,15.9,Vodka with the taste of strawberries and a hint of cream.,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Orange,17.95,"A delicious blend of imported English vodka and the tangy flavor of freshly squeezed oranges. Enjoy Three Olives Orange Vodka as a shot, on the rocks, or in your favorite drink.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Pomegranate,15.9,"An exquisite blend of imported English vodka and the swet, natural taste of succulent pomegranates. Enjoy Three Olives Pomegranate Vodka as a shot, on the rocks, or in your favorite drink.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives RangTang,15.9,A delicious blend of imported English Vodka and the bold taste of outrageously juicy oranges and tangerines.,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Raspberry,15.9,"A vibrant blend of imported English vodka and the taste of sweet, succulant, sun-ripened raspberries. Enjoy Three Olives Raspberry Vodka as a shot, on the rocks, or in your favorite drink.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives S'mores Vodka,9.0,"A mouth-watering blend of imported English vodka and chocolate, marshmallow and graham cracker.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Strawberry Flavored Vodka,15.9,NA,Three Olives Vodka,Vodka,Spirits,70.0,750.0,40-80
Three Olives SuperCola Vodka,18.5,"A stunningly delicious cola flavored vodka. Try it as a shot, on the rocks, or in your favorite cocktail.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Tartz Flavored Vodka,15.9,Introducing Three Olives Tartz Vodka. An amazing combination of imported English vodka with sweet and tart fruit flavors. Cheers!,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Triple Shot Espresso,17.95,NA,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Vanilla,15.9,"Savor this delightful blend of imported English vodka and the rich, natural flavor of creamy vanilla. Enjoy Three Olives Vanilla Vodka as a shot, on the rocks, or in your favorite cocktail.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Vodka,27.9,"Made from the finest wheat harvested in England, Three Olives Vodka achieves its elegant and superior taste through perfected methods of quadruple distillation and filtration. The result is an exceptionally smooth and crisp vodka, perfect for the ultimate martini or cocktail.",Three Olives,Vodka,Spirits,80.0,1750.0,40-80
Three Olives Vodka W/ Speaker Pack,17.9,NA,Three Olives,Vodka,Spirits,70.0,750.0,40-80
Three Olives Whipped Cream,9.0,"A sensational blend of imported English vodka with the cool and invigorating flavor of whipped cream and notes of vanilla. Enjoy as a shot, on the rocks, or with your favorite mixer.",Three Olives,Vodka,Spirits,70.0,750.0,40-80
Tia Maria,27.9,"Tia Maria is a ""liqueur spirit"" which resembles a coffee 'liqueur such as Kahlua, which is also produced by Pernod Ricard. Unlike Kahlua, Tia Maria is made in Jamaica using Jamaican Blue Mountain Coffee beans. The main flavor ingredients are coffee beans, cane spirit, vanilla, and sugar, fermented to an alcoholic content of 26.5% (alcoholic content as sold has been reduced to 20%). It can be consumed pure and with ice, but is also frequently used as an ingredient for cocktails, with coffee, or in desserts (such as the layered liqueur-whipped-cream-and-cookie confection known as Tia Maria torte). It may also be mixed with milk and ice.",Tia Maria,Cordials,Spirits,53.0,750.0,40-80
Tim Smith's Climax Moonshine Original,34.9,"The Original Recipe is distilled from corn, rye and barley malt. Clean and natural tasting with a subtle sweetness and bold defiance.",Tim Smith's Climax Moonshine,Whiskey,Spirits,90.0,750.0,80-120
Tin Cup Whiskey,32.9,NA,Tin Cup Whiskey,Whiskey,Spirits,84.0,750.0,80-120
Tiramisu Liqueur,22.0,"Experience the authentic Italian liqueur that conjures the unique flavors and aroma of ladyfingers soaked in espresso coffee, mascarpone cream and cocoa powder. Enjoy Tiramisu on the rocks, or with coffee.",Tiramisu,Cordials,Spirits,80.0,750.0,40-80
Tito's Handmade Vodka,10.9,"Tito’s Handmade Vodka is designed to be savored by spirit connoisseurs and everyday drinkers alike. It is microdistilled in an old-fashioned pot still, just like fine single malt scotches and high-end French cognacs. This time-honored method of distillation requires more skill and effort than modern column stills, but it’s well worth it.",Tito's,Vodka,Spirits,80.0,375.0,40-80
Tobermory 10 Yr,68.0,"Straw gold. Aromas of a sweet shopvanilla, honey, marshmallow, and confectioners sugar. Light to medium body, and soft. Clean flavors, which are very malty and honeyed, with notes of marshmallow and vanilla. Gently sweet finish.",Tobermory,Whiskey,Spirits,80.0,750.0,40-80
Tomahawk Mill Country Blush,6.1,The winemaker’s blend of several varietals to make a delicious light wine for any occasion.,Tomahawk Mill,Virginia,Wine,21.0,750.0,0-40
Tomatin 18 Yr Scotch,72.9,This world class malt has been aged for a minimum of 18 years and married for a period in distinctive Spanish Oloroso sherry casks to produce an exquisite whisky.,Tomatin 18 Yr Scotch,Whiskey,Spirits,92.0,750.0,80-120
Tomatin Scotch 12 Yr,36.9,"Elegant and airy with a big smooth texture, the 12 years aged Tomatin is a classic single Highland malt. A true delight for discerning whisky drinkers, Tomatin is carefully matured in tradtional oak barrels to produce the lightly peated, delicate flavour which charms connoisseurs.",Tomatin Soctch 12 Yr,Whiskey,Spirits,86.0,750.0,80-120
Tooters Ala-bama Slama Liqueur,2.2,NA,Tooter,Cocktails,Spirits,30.0,50.0,0-40
Tooters Blue Kamikazi Liqueur,2.2,NA,Tooter,Cocktails,Spirits,30.0,50.0,0-40
Tooters Margarita,2.2,NA,Tooter,Cocktails,Spirits,30.0,50.0,0-40
Tooters On The Beach,2.2,NA,Tooter,Cocktails,Spirits,30.0,50.0,0-40
Tooters! Lingo Red Diculous On The Beach,24.9,NA,Tooter,Cocktails,Spirits,30.0,750.0,0-40
Torada Tequila Gold,12.5,NA,Torada Tequila Gold,Tequila,Spirits,80.0,1e3,40-80
Tortilla Gold,8.7,NA,Tortilla Gold,Tequila,Spirits,80.0,1e3,40-80
Trave Amaretto,6.9,NA,Trave Amaretto,Cordials,Spirits,42.0,750.0,40-80
Tres Agaves Agave Nectar,11.6,"Our organic cocktail-ready agave nectar, made with organic agaves, is the original and only organic agave sweetener on the market created specifically for Margaritas and other mixed drinks. We've balanced it with just enough purified water so it measures, pours, and dissolves easily, with a consistent sweetness level, making it the finest simple syrup available!",Tres Agaves,Mixers,Mixers,0.0,750.0,0-40
Tres Agaves Anejo,39.9,"Maturing in Woodford Reserve oak barrels for 18 months creates a truly singular, memorable Tequila. Time, oak, & mature agave artfully combine forces to reward aficionados with layers of taste that are both approachable and exquisite. Tres Agaves Anejo represents the finest in artisanal quality.",Tres Agaves,Tequila,Spirits,80.0,750.0,40-80
Tres Agaves Blanco,27.9,"Tres Agaves Blanco is the purest expression of the distillers craft at the highest level; capturing the flavors of slowly-cooked, fully-mature agave. Achieving this simple but difficult goal is what separates a truly masterful blanco from others. Compared with other Blancos it has remarkable depth and smoothness.",Tres Agaves,Tequila,Spirits,80.0,750.0,40-80
Tres Agaves Margarita Mix,7.95,"Tres Agaves has created the first and only shelf stable USDA organic-certified margarita mix! Organic lime juice, organic agave nectar and pure filtered water: these all-natural ingredients blend harmoniously, creating the perfect balance of sweet (agave) and sour (citrus). Our lime juice comes from the finest sun-ripened limes, and our agave is grown in Jalisco, Mexico. Jalisco’s volcanic soil and freshwater springs create ideal conditions for agave, the world’s purest source of natural plant sugar.",Tres Agaves,Mixers,Mixers,0.0,1e3,0-40
Tres Agaves Reposado,38.9,"Tres Agaves Reposado is a blend; our Master Distiller uses Woodford Reserve, Jack Daniels and Heaven Hill barrels, all between 6-9 months, to get the desired flavor. Why do this? To achieve what a great Reposado should be; a beautiful, symbiotic balance of oak and agave.",Tres Agaves,Tequila,Spirits,80.0,750.0,40-80
Tribuno - Dry,5.1,"Tribuno Vermouths remain as a key ingredient in many classic cocktails. Whether you use gin or vodka, all martinis benefit from the great taste of dry vermouth.",Tribuno,Vermouth,Wine,32.0,750.0,0-40
Tribuno - Sweet,5.1,Tribuno Vermouths remain as a key ingredient in many classic cocktails. No Manhattan is complete without Tribuno Sweet Vermouth.,Tribuno,Vermouth,Wine,32.0,750.0,0-40
Trump Cru,23.7,"This wine is from 100% estate grown fruit. Our vines are sheltered in the foothills of Carters Mountain in the Monticello American Viticultural Area (AVA). Unique to Trump Winery, Cru is created by blending Chardonnay juice with grape brandy in lieu of a traditional fermentation. This fortified wine is then aged for over a year in American bourbon barrels. The result is an aperitif wine with 14% residual sugar that is truly all-American.",Trump Cru,Virginia,Wine,18.0,750.0,0-40
Trump New World Wine,23.7,"This Bordeaux-style red showcases our best terroir producing a wine that is complex, round, and silky, with well-developed flavors of toasted oak, black currant, and black cherry. Pairs well with steak, lamb, and hard, salty cheeses such as gruyère",Trump New World Wine,Virginia,Wine,12.0,750.0,0-40
